# koid	org	name	op	pmid	definition	source
KO00241	Bacillus subtilis subsp. subtilis 168	iolRS	BSU39770,BSU39780	11807058 11566986		
KO00242	Bacillus subtilis subsp. subtilis 168	ponA	BSU22310,BSU22320	10692371 7814321		
KO00243	Bacillus subtilis subsp. subtilis 168	sspL	BSU22000	10333516		
KO00244	Bacillus subtilis subsp. subtilis 168	yxbCD	BSU39870,BSU39880	10746760		
KO00245	Bacillus subtilis subsp. subtilis 168	ydaFG	BSU04210,BSU04220	10220166		
KO00246	Bacillus subtilis subsp. subtilis 168	pfk-pykA	BSU29190,BSU29180	11489127		
KO00247	Bacillus subtilis subsp. subtilis 168	ipi	BSU11120,BSU11130	8226659		
KO00248	Bacillus subtilis subsp. subtilis 168	phoPR	BSU29100,BSU29110	8830275 8088554 8113174		
KO00249	Bacillus subtilis subsp. subtilis 168	xpt-pbuX	BSU22060,BSU22070	11591660 9098051		
KO00250	Bacillus subtilis subsp. subtilis 168	pucABCDE	BSU32470,BSU32480,BSU32490,BSU32500,BSU32510	12029039		
KO00251	Bacillus subtilis subsp. subtilis 168	trePA	BSU07800,BSU07810	8755887		
KO00252	Bacillus subtilis subsp. subtilis 168	resDE	BSU23110,BSU23120	8631715 8682783 9988472		
KO00253	Bacillus subtilis subsp. subtilis 168	resABCDE	BSU23110,BSU23120,BSU23130,BSU23140,BSU23150	10972837 9988472 8631715 11698370		
KO00254	Bacillus subtilis subsp. subtilis 168	rsbPQ	BSU34100,BSU34110	11591687 10632888	stress response	
KO00255	Bacillus subtilis subsp. subtilis 168	sspH	BSU08110	10333516		
KO00256	Bacillus subtilis subsp. subtilis 168	yxjJI	BSU38930,BSU38940	10746760		
KO00257	Bacillus subtilis subsp. subtilis 168	yxeRyxxB	BSU39440,BSU39450	10746760		
KO00258	Bacillus subtilis subsp. subtilis 168	glpP	BSU09270	8436953 1335945		
KO00259	Bacillus subtilis subsp. subtilis 168	tagABC	BSU35750,BSU35760,BSU35770	7934877 1906926		
KO00260	Bacillus subtilis subsp. subtilis 168	clpC	BSU00830,BSU00840,BSU00850,BSU00860,BSU00870,BSU00880	9141693		
KO00261	Bacillus subtilis subsp. subtilis 168	mrp	BSU31580,BSU31600,BSU31610,BSU31620,BSU31630,BSU31640,BSU31650,BSU31660,BSU31600,BSU31610,BSU31620,BSU31630,BSU31640,BSU31650,BSU31660	11004162		
KO00262	Bacillus subtilis subsp. subtilis 168	grpE-dnaK	BSU25470,BSU25480	10383760		
KO00263	Bacillus subtilis subsp. subtilis 168	perP	BSU10670,BSU10680,BSU10690,BSU10700,BSU10710,BSU10720	10715007		
KO00264	Bacillus subtilis subsp. subtilis 168	wapAyxxG	BSU39220,BSU39230	10746760		
KO00265	Bacillus subtilis subsp. subtilis 168	nfrAywcH	BSU38100,BSU38110	10913069		
KO00266	Bacillus subtilis subsp. subtilis 168	sbo-alb	BSU37350,BSU37360,BSU37370,BSU37380,BSU37390,BSU37400,BSU37410,BSU37420,BSU37430	10809709 10572140	antilisterial bacteriocin subtilosin	
KO00267	Bacillus subtilis subsp. subtilis 168	dhbACEBF	BSU31960,BSU31970,BSU31980,BSU31990,BSU32000	12354229		
KO00268	Bacillus subtilis subsp. subtilis 168	nasBC	BSU03310,BSU03320	8682783		
KO00269	Bacillus subtilis subsp. subtilis 168	pur	BSU06420,BSU06430,BSU06440,BSU06450,BSU06460,BSU06470,BSU06480,BSU06490,BSU06500,BSU06510,BSU06520,BSU06530	10784038 7638212		
KO00270	Bacillus subtilis subsp. subtilis 168	yxiMdeaD	BSU39110,BSU39120	10746760		
KO00271	Bacillus subtilis subsp. subtilis 168	yczAycbK	BSU02530,BSU02540	10706627		
KO00272	Bacillus subtilis subsp. subtilis 168	lytR	BSU35650	1357079		
KO00273	Bacillus subtilis subsp. subtilis 168	spo0F	BSU37130	11489127		
KO00274	Bacillus subtilis subsp. subtilis 168	tagGH	BSU35700,BSU35710	7565096 10648531		
KO00275	Bacillus subtilis subsp. subtilis 168	proHJ	BSU18480,BSU18470	12562800		
KO00276	Bacillus subtilis subsp. subtilis 168	qoxABCD	BSU38140,BSU38150,BSU38160,BSU38170	7495838 1316894 9829923		
KO00277	Bacillus subtilis subsp. subtilis 168	yxeFGH	BSU39550,BSU39560,BSU39570	10746760		
KO00278	Bacillus subtilis subsp. subtilis 168	ycbCDEFGHJ	BSU02460,BSU02470,BSU02480,BSU02490,BSU02500,BSU02510,BSU02520	12044674		
KO00279	Bacillus subtilis subsp. subtilis 168	sspNtlp	BSU18020,BSU18030	10333516		
KO00280	Bacillus subtilis subsp. subtilis 168	bmrUbmr	BSU24000,BSU24010	10220166		
KO00281	Bacillus subtilis subsp. subtilis 168	gltAB	BSU18440,BSU18450	12193635		
KO00282	Bacillus subtilis subsp. subtilis 168	yocK	BSU19240	10220166		
KO00283	Bacillus subtilis subsp. subtilis 168	ypeB-sleB	BSU22920,BSU22930	12177332		
KO00284	Bacillus subtilis subsp. subtilis 168	yabPQ-divIC-yabR	BSU00600,BSU00610,BSU00620,BSU00630	11283287		
KO00285	Bacillus subtilis subsp. subtilis 168	sacXY	BSU38410,BSU38420	8535520		
KO00286	Bacillus subtilis subsp. subtilis 168	ans	BSU23570,BSU23580	1711029		
KO00287	Bacillus subtilis subsp. subtilis 168	yfiZyfhA	BSU08450,BSU08460	12354229		
KO00288	Bacillus subtilis subsp. subtilis 168	trePAR	BSU07800,BSU07810,BSU07820	11191810		
KO00289	Bacillus subtilis subsp. subtilis 168	lysS	BSU00820	9084182		
KO00290	Bacillus subtilis subsp. subtilis 168	ylsMffh	BSU15950,BSU15970	10075418		
KO00291	Bacillus subtilis subsp. subtilis 168	glpTQ	BSU02130,BSU02140	8012593 11929549		
KO00292	Bacillus subtilis subsp. subtilis 168	katByxiS	BSU39040,BSU39050	10746760		
KO00293	Bacillus subtilis subsp. subtilis 168	spoIVF	BSU27970,BSU27980	1577688 8021176 1942049		
KO00294	Bacillus subtilis subsp. subtilis 168	prfBsecA	BSU35290,BSU35300	9882663		
KO00295	Bacillus subtilis subsp. subtilis 168	bmrU	BSU24000	10220166		
KO00296	Bacillus subtilis subsp. subtilis 168	pucH	BSU32410	12029039		
KO00297	Bacillus subtilis subsp. subtilis 168	cgeAB	BSU19780,BSU19790	7592393		
KO00298	Bacillus subtilis subsp. subtilis 168	ytxGHI	BSU29760,BSU29770,BSU29780	11254139		
KO00299	Bacillus subtilis subsp. subtilis 168	bioWAFDB	BSU30200,BSU30210,BSU30220,BSU30230,BSU30240			
KO00300	Bacillus subtilis subsp. subtilis 168	petCBD	BSU22540,BSU22550,BSU22560	8631715 8682783		
KO00301	Bacillus subtilis subsp. subtilis 168	pdhABCD	BSU14580,BSU14590,BSU14600,BSU14610	11976308		
KO00302	Bacillus subtilis subsp. subtilis 168	sigY-yxlCDEFG	BSU38700,BSU38690,BSU38680,BSU38670,BSU38660,BSU38650	10746760		
KO00303	Bacillus subtilis subsp. subtilis 168	thiC	BSU38290,BSU38300,BSU38310	9139923		
KO00304	Bacillus subtilis subsp. subtilis 168	nasBCDEF	BSU03280,BSU03290,BSU03300,BSU03310,BSU03320	9765565		
KO00305	Bacillus subtilis subsp. subtilis 168	yhdN	BSU09530	10220166		
KO00306	Bacillus subtilis subsp. subtilis 168	dnaK	BSU25430,BSU25440,BSU25450,BSU25460,BSU25470,BSU25480,BSU25490	10383760		
KO00307	Bacillus subtilis subsp. subtilis 168	purA	BSU40420	1722815		
KO00308	Bacillus subtilis subsp. subtilis 168	sipWyqxM	BSU24630,BSU24640			
KO00309	Bacillus subtilis subsp. subtilis 168	cysH-ylnD	BSU15570,BSU15580,BSU15590,BSU15600,BSU15610	11004190		
KO00310	Bacillus subtilis subsp. subtilis 168	pmi	BSU35790	7581999		
KO00311	Bacillus subtilis subsp. subtilis 168	rocABC	BSU37760,BSU37770,BSU37780	9194709 10468601 12634342 7540694		
KO00312	Bacillus subtilis subsp. subtilis 168	cssRS	BSU33010,BSU33020	12270824		
KO00313	Bacillus subtilis subsp. subtilis 168	ydaDE	BSU04190,BSU04200	10220166 11717291		
KO00314	Bacillus subtilis subsp. subtilis 168	cgeCDE	BSU19750,BSU19760,BSU19770	7592393		
KO00315	Bacillus subtilis subsp. subtilis 168	dciA	BSU12920,BSU12930,BSU12940,BSU12950,BSU12960	1766370		
KO00316	Bacillus subtilis subsp. subtilis 168	pyr	BSU15490,BSU15500,BSU15510,BSU15520,BSU15530,BSU15540,BSU15550,BSU15560	1709162		
KO00317	Bacillus subtilis subsp. subtilis 168	fhuD	BSU33320	10913070 12354229		
KO00318	Bacillus subtilis subsp. subtilis 168	ktrAB	BSU31090,BSU31100	12562800		
KO00319	Bacillus subtilis subsp. subtilis 168	yuiI	BSU32010	12354229		
KO00320	Bacillus subtilis subsp. subtilis 168	groESL	BSU06020,BSU06030	12581359 11717291		
KO00321	Bacillus subtilis subsp. subtilis 168	sigB	BSU04670,BSU04680,BSU04690,BSU04700,BSU04710,BSU04720,BSU04730,BSU04740	8002610 8682789 11717291	heat shock	
KO00322	Bacillus subtilis subsp. subtilis 168	yxcED	BSU39790,BSU39800	10746760		
KO00323	Bacillus subtilis subsp. subtilis 168	csbC	BSU39810	10376822		
KO00324	Bacillus subtilis subsp. subtilis 168	glpFK	BSU09280,BSU09290	11929549 8436953 1335945		
KO00325	Bacillus subtilis subsp. subtilis 168	opuA	BSU02980,BSU02990,BSU03000	7622480		
KO00326	Bacillus subtilis subsp. subtilis 168	yabJ	BSU00480			bsorf
KO00327	Bacillus subtilis subsp. subtilis 168	yacB,yacC,yacD,cysK	BSU00700,BSU00710,BSU00720,BSU00730			bsorf
KO00328	Bacillus subtilis subsp. subtilis 168	yfiR,yfiS	BSU08370,BSU08380			bsorf
KO00329	Bacillus subtilis subsp. subtilis 168	yfmO	BSU07400			bsorf
KO00330	Bacillus subtilis subsp. subtilis 168	yabK	BSU00540			bsorf
KO00331	Bacillus subtilis subsp. subtilis 168	yxxD	BSU39290			bsorf
KO00332	Bacillus subtilis subsp. subtilis 168	pubB,pubA,pubC,sul,folA,folK,yazB	BSU00740,BSU00750,BSU00760,BSU00770,BSU00780,BSU00790,BSU00800			bsorf
KO00333	Bacillus subtilis subsp. subtilis 168	yfhS	BSU08640			bsorf
KO00334	Bacillus subtilis subsp. subtilis 168	yckE	BSU03410			bsorf
KO00335	Bacillus subtilis subsp. subtilis 168	yfmP	BSU07390			bsorf
KO00336	Bacillus subtilis subsp. subtilis 168	spoVC,yabK	BSU00530,BSU00540			bsorf
KO00337	Bacillus subtilis subsp. subtilis 168	yyaG,exoA	BSU40870,BSU40880			bsorf
KO00338	Bacillus subtilis subsp. subtilis 168	yxxE	BSU39280			bsorf
KO00339	Bacillus subtilis subsp. subtilis 168	yabM,yabN,yabO,yabP,yabQ,divIC,yabR	BSU00570,BSU00580,BSU00590,BSU00600,BSU00610,BSU00620,BSU00630			bsorf
KO00340	Bacillus subtilis subsp. subtilis 168	yfmQ	BSU07380			bsorf
KO00341	Bacillus subtilis subsp. subtilis 168	yxxF	BSU39240			bsorf
KO00342	Bacillus subtilis subsp. subtilis 168	yckG	BSU03460			bsorf
KO00343	Bacillus subtilis subsp. subtilis 168	rapC,phrC	BSU03780,BSU03770			bsorf
KO00344	Bacillus subtilis subsp. subtilis 168	yfmR	BSU07370			bsorf
KO00345	Bacillus subtilis subsp. subtilis 168	yxiO	BSU39100			bsorf
KO00346	Bacillus subtilis subsp. subtilis 168	yczA	BSU02530			bsorf
KO00347	Bacillus subtilis subsp. subtilis 168	nin,nucA	BSU03430,BSU03420			bsorf
KO00348	Bacillus subtilis subsp. subtilis 168	yxiQ	BSU39060			bsorf
KO00349	Bacillus subtilis subsp. subtilis 168	dnaX,yaaK	BSU00190,BSU00200			bsorf
KO00350	Bacillus subtilis subsp. subtilis 168	acoR,yfjU	BSU08100,BSU08110			bsorf
KO00351	Bacillus subtilis subsp. subtilis 168	dnaC	BSU40440			bsorf
KO00352	Bacillus subtilis subsp. subtilis 168	yabR	BSU00630			bsorf
KO00353	Bacillus subtilis subsp. subtilis 168	yabS	BSU00650			bsorf
KO00354	Bacillus subtilis subsp. subtilis 168	yczE	BSU03580			bsorf
KO00355	Bacillus subtilis subsp. subtilis 168	spo0J,soj	BSU40960,BSU40970			bsorf
KO00356	Bacillus subtilis subsp. subtilis 168	yaaT,yabA	BSU00320,BSU00330			bsorf
KO00357	Bacillus subtilis subsp. subtilis 168	katX	BSU38630			bsorf
KO00358	Bacillus subtilis subsp. subtilis 168	spoVC,yabK,mfd,spoVT	BSU00530,BSU00540,BSU00550,BSU00560			bsorf
KO00359	Bacillus subtilis subsp. subtilis 168	yabT	BSU00660			bsorf
KO00360	Bacillus subtilis subsp. subtilis 168	yfhG,yfhH	BSU08520,BSU08530			bsorf
KO00361	Bacillus subtilis subsp. subtilis 168	citS,citT,yflP	BSU07580,BSU07590,BSU07600			bsorf
KO00362	Bacillus subtilis subsp. subtilis 168	yczG	BSU03880			bsorf
KO00363	Bacillus subtilis subsp. subtilis 168	yfmP,yfmO	BSU07400,BSU07390			bsorf
KO00364	Bacillus subtilis subsp. subtilis 168	gcaD,prs,ctc,spoVC,yabK	BSU00500,BSU00510,BSU00520,BSU00530,BSU00540			bsorf
KO00365	Bacillus subtilis subsp. subtilis 168	yczH	BSU04020			bsorf
KO00366	Bacillus subtilis subsp. subtilis 168	rocR	BSU40350			bsorf
KO00367	Bacillus subtilis subsp. subtilis 168	yfnH,yfnG,yfnF,yfnE,yfnD	BSU07310,BSU07300,BSU07290,BSU07280,BSU07270			bsorf
KO00368	Bacillus subtilis subsp. subtilis 168	yaaK,recR,yaaL,bofA	BSU00200,BSU00210,BSU00220,BSU00230			bsorf
KO00369	Bacillus subtilis subsp. subtilis 168	lctP	BSU03060			bsorf
KO00370	Bacillus subtilis subsp. subtilis 168	yczI	BSU04120			bsorf
KO00371	Bacillus subtilis subsp. subtilis 168	yclJ,yclK	BSU03750,BSU03760			bsorf
KO00372	Bacillus subtilis subsp. subtilis 168	yczJ	BSU04130			bsorf
KO00373	Bacillus subtilis subsp. subtilis 168	yxbC	BSU39880			bsorf
KO00374	Bacillus subtilis subsp. subtilis 168	tmrB	BSU03140			bsorf
KO00375	Bacillus subtilis subsp. subtilis 168	dra	BSU39420			bsorf
KO00376	Bacillus subtilis subsp. subtilis 168	ycgM,ycgN	BSU03200,BSU03210			bsorf
KO00377	Bacillus subtilis subsp. subtilis 168	ybcL	BSU01890			bsorf
KO00378	Bacillus subtilis subsp. subtilis 168	yfkF	BSU07910			bsorf
KO00379	Bacillus subtilis subsp. subtilis 168	yabF,ksgA	BSU00410,BSU00420			bsorf
KO00380	Bacillus subtilis subsp. subtilis 168	cydA,cydB	BSU38760,BSU38750			bsorf
KO00381	Bacillus subtilis subsp. subtilis 168	yxbF	BSU39850			bsorf
KO00382	Bacillus subtilis subsp. subtilis 168	yxlA	BSU38710			bsorf
KO00383	Bacillus subtilis subsp. subtilis 168	yxbG	BSU39840			bsorf
KO00384	Bacillus subtilis subsp. subtilis 168	yxaJ,yxaL	BSU39950,BSU39940			bsorf
KO00385	Bacillus subtilis subsp. subtilis 168	ycbE,ycbF	BSU02480,BSU02490			bsorf
KO00386	Bacillus subtilis subsp. subtilis 168	ycdA	BSU02780			bsorf
KO00387	Bacillus subtilis subsp. subtilis 168	yfkE,yfkD	BSU07930,BSU07920			bsorf
KO00388	Bacillus subtilis subsp. subtilis 168	yacK,yacL,yacM,yacN	BSU00880,BSU00890,BSU00900,BSU00910			bsorf
KO00389	Bacillus subtilis subsp. subtilis 168	ycdB	BSU02790			bsorf
KO00390	Bacillus subtilis subsp. subtilis 168	treA,treR	BSU07810,BSU07820			bsorf
KO00391	Bacillus subtilis subsp. subtilis 168	ftsH	BSU00690			bsorf
KO00392	Bacillus subtilis subsp. subtilis 168	yabH,purR,yabJ	BSU00460,BSU00470,BSU00480			bsorf
KO00393	Bacillus subtilis subsp. subtilis 168	yycG,yycF	BSU40410,BSU40400			bsorf
KO00394	Bacillus subtilis subsp. subtilis 168	yfkK	BSU07870			bsorf
KO00395	Bacillus subtilis subsp. subtilis 168	fbp	BSU40190			bsorf
KO00396	Bacillus subtilis subsp. subtilis 168	rpsR,ssb,rpsF,yyaF,yyaE,yyaD	BSU40890,BSU40900,BSU40910,BSU40920,BSU40930,BSU40940			bsorf
KO00397	Bacillus subtilis subsp. subtilis 168	yacA,hprT,ftsH	BSU00670,BSU00680,BSU00690			bsorf
KO00398	Bacillus subtilis subsp. subtilis 168	gntZ	BSU40080			bsorf
KO00399	Bacillus subtilis subsp. subtilis 168	yfkM	BSU07850			bsorf
KO00400	Bacillus subtilis subsp. subtilis 168	bglA,yyzE	BSU40110,BSU40120			bsorf
KO00401	Bacillus subtilis subsp. subtilis 168	amhX	BSU03010			bsorf
KO00402	Bacillus subtilis subsp. subtilis 168	yfkO	BSU07830			bsorf
KO00403	Bacillus subtilis subsp. subtilis 168	yfmC,yfmB	BSU07530,BSU07520			bsorf
KO00404	Bacillus subtilis subsp. subtilis 168	yycB	BSU40480			bsorf
KO00405	Bacillus subtilis subsp. subtilis 168	ybfE,ybfF	BSU02180,BSU02190			bsorf
KO00406	Bacillus subtilis subsp. subtilis 168	yxlJ	BSU38620			bsorf
KO00407	Bacillus subtilis subsp. subtilis 168	ycdH	BSU02850			bsorf
KO00408	Bacillus subtilis subsp. subtilis 168	ycsA	BSU04000			bsorf
KO00409	Bacillus subtilis subsp. subtilis 168	rapG,phrG	BSU40310,BSU40300			bsorf
KO00410	Bacillus subtilis subsp. subtilis 168	ycbJ,yczA,ycbK	BSU02520,BSU02540,BSU02530			bsorf
KO00411	Bacillus subtilis subsp. subtilis 168	ycgO,ycgP	BSU03220,BSU03230			bsorf
KO00412	Bacillus subtilis subsp. subtilis 168	cwlL	BSU02600	9515903	cell wall hydrolase	bsorf
KO00413	Bacillus subtilis subsp. subtilis 168	rpsR,ssb,rpsF,yyaF	BSU40890,BSU40900,BSU40910,BSU40920			bsorf
KO00414	Bacillus subtilis subsp. subtilis 168	ycxA	BSU03530			bsorf
KO00415	Bacillus subtilis subsp. subtilis 168	ycbG,ycbH	BSU02500,BSU02510			bsorf
KO00416	Bacillus subtilis subsp. subtilis 168	ycsD	BSU04030			bsorf
KO00417	Bacillus subtilis subsp. subtilis 168	yybI,yybH	BSU40630,BSU40640			bsorf
KO00418	Bacillus subtilis subsp. subtilis 168	ycxB	BSU03540			bsorf
KO00419	Bacillus subtilis subsp. subtilis 168	nucA	BSU03430			bsorf
KO00420	Bacillus subtilis subsp. subtilis 168	ycsE	BSU04040			bsorf
KO00421	Bacillus subtilis subsp. subtilis 168	yfiH,yfiI	BSU08270,BSU08280			bsorf
KO00422	Bacillus subtilis subsp. subtilis 168	ycsF	BSU04050			bsorf
KO00423	Bacillus subtilis subsp. subtilis 168	ycnI	BSU03940			bsorf
KO00424	Bacillus subtilis subsp. subtilis 168	acoA,acoB,acoC,acoL,acoR,yfjU	BSU08100,BSU08060,BSU08070,BSU08080,BSU08090,BSU08110			bsorf
KO00425	Bacillus subtilis subsp. subtilis 168	yceE,yceF,yceG,yceH	BSU02910,BSU02920,BSU02930,BSU02940			bsorf
KO00426	Bacillus subtilis subsp. subtilis 168	ycnK	BSU03960			bsorf
KO00427	Bacillus subtilis subsp. subtilis 168	yxeI,yxeJ	BSU39540,BSU39530			bsorf
KO00428	Bacillus subtilis subsp. subtilis 168	ycnL	BSU03970			bsorf
KO00429	Bacillus subtilis subsp. subtilis 168	xpaC,yaaN	BSU00250,BSU00260			bsorf
KO00430	Bacillus subtilis subsp. subtilis 168	ycsG,ycsI,kipI,kipA,kipR	BSU04100,BSU04060,BSU04070,BSU04080,BSU04090			bsorf
KO00431	Bacillus subtilis subsp. subtilis 168	ybfE	BSU02180			bsorf
KO00432	Bacillus subtilis subsp. subtilis 168	csbB	BSU08600			bsorf
KO00433	Bacillus subtilis subsp. subtilis 168	ybfF	BSU02190			bsorf
KO00434	Bacillus subtilis subsp. subtilis 168	tetB	BSU40770			bsorf
KO00435	Bacillus subtilis subsp. subtilis 168	yfiC	BSU08220			bsorf
KO00436	Bacillus subtilis subsp. subtilis 168	ycsK	BSU04110			bsorf
KO00437	Bacillus subtilis subsp. subtilis 168	ycnI,ycnJ	BSU03940,BSU03950			bsorf
KO00438	Bacillus subtilis subsp. subtilis 168	ybfG	BSU02200			bsorf
KO00439	Bacillus subtilis subsp. subtilis 168	yfnA	BSU07340			bsorf
KO00440	Bacillus subtilis subsp. subtilis 168	ycgQ,ycgR	BSU03240,BSU03250			bsorf
KO00441	Bacillus subtilis subsp. subtilis 168	yycN	BSU40290			bsorf
KO00442	Bacillus subtilis subsp. subtilis 168	yfjF,yfjE,yfjD,yfjC,yfjB,yfjA	BSU08170,BSU08160,BSU08150,BSU08140,BSU08130,BSU08120			bsorf
KO00443	Bacillus subtilis subsp. subtilis 168	yxeB	BSU39610			bsorf
KO00444	Bacillus subtilis subsp. subtilis 168	yfnB	BSU07330			bsorf
KO00445	Bacillus subtilis subsp. subtilis 168	yxeC	BSU39600			bsorf
KO00446	Bacillus subtilis subsp. subtilis 168	ybfI	BSU02220			bsorf
KO00447	Bacillus subtilis subsp. subtilis 168	yceE,yceF	BSU02910,BSU02920			bsorf
KO00448	Bacillus subtilis subsp. subtilis 168	yfiG,yfiH,yfiI	BSU08260,BSU08270,BSU08280			bsorf
KO00449	Bacillus subtilis subsp. subtilis 168	yfnC	BSU07320			bsorf
KO00450	Bacillus subtilis subsp. subtilis 168	yfiF	BSU08250			bsorf
KO00451	Bacillus subtilis subsp. subtilis 168	ycsN	BSU04150			bsorf
KO00452	Bacillus subtilis subsp. subtilis 168	yfhD,yfhE,yfhF	BSU08490,BSU08500,BSU08510			bsorf
KO00453	Bacillus subtilis subsp. subtilis 168	yxeD	BSU39590			bsorf
KO00454	Bacillus subtilis subsp. subtilis 168	yxjA	BSU39020			bsorf
KO00455	Bacillus subtilis subsp. subtilis 168	metS	BSU00380			bsorf
KO00456	Bacillus subtilis subsp. subtilis 168	yxeE	BSU39580			bsorf
KO00457	Bacillus subtilis subsp. subtilis 168	abrB	BSU00370			bsorf
KO00458	Bacillus subtilis subsp. subtilis 168	yxjB	BSU39010			bsorf
KO00459	Bacillus subtilis subsp. subtilis 168	yycR	BSU40250			bsorf
KO00460	Bacillus subtilis subsp. subtilis 168	yfiI	BSU08280			bsorf
KO00461	Bacillus subtilis subsp. subtilis 168	yfiJ,yfiK	BSU08290,BSU08300			bsorf
KO00462	Bacillus subtilis subsp. subtilis 168	ycbB	BSU02450			bsorf
KO00463	Bacillus subtilis subsp. subtilis 168	ycsN,ydaA	BSU04150,BSU04160			bsorf
KO00464	Bacillus subtilis subsp. subtilis 168	ycbL,ycbM,ycbN,ycbO	BSU02550,BSU02560,BSU02570,BSU02580			bsorf
KO00465	Bacillus subtilis subsp. subtilis 168	gltX,cysE,cysS,yazC,yacO,yacP	BSU00920,BSU00930,BSU00940,BSU00960,BSU00970,BSU00950			bsorf
KO00466	Bacillus subtilis subsp. subtilis 168	ndhF	BSU01830			bsorf
KO00467	Bacillus subtilis subsp. subtilis 168	yfnI	BSU07260			bsorf
KO00468	Bacillus subtilis subsp. subtilis 168	ycgA	BSU03020			bsorf
KO00469	Bacillus subtilis subsp. subtilis 168	ycbD	BSU02470			bsorf
KO00470	Bacillus subtilis subsp. subtilis 168	yxeH	BSU39550			bsorf
KO00471	Bacillus subtilis subsp. subtilis 168	ycgB	BSU03030			bsorf
KO00472	Bacillus subtilis subsp. subtilis 168	msmX	BSU38810			bsorf
KO00473	Bacillus subtilis subsp. subtilis 168	yxjG	BSU38960			bsorf
KO00474	Bacillus subtilis subsp. subtilis 168	glvA,yfiA,glvC	BSU08180,BSU08190,BSU08200			bsorf
KO00475	Bacillus subtilis subsp. subtilis 168	pel	BSU07560			bsorf
KO00476	Bacillus subtilis subsp. subtilis 168	yfmT,yfmS	BSU07360,BSU07350			bsorf
KO00477	Bacillus subtilis subsp. subtilis 168	yxjH	BSU38950			bsorf
KO00478	Bacillus subtilis subsp. subtilis 168	ycbF	BSU02490			bsorf
KO00479	Bacillus subtilis subsp. subtilis 168	yacF	BSU00810			bsorf
KO00480	Bacillus subtilis subsp. subtilis 168	sigY,yxlC,yxlD,yxlE,yxlG	BSU38700,BSU38690,BSU38680,BSU38670,BSU38650			bsorf
KO00481	Bacillus subtilis subsp. subtilis 168	yxjI	BSU38940			bsorf
KO00482	Bacillus subtilis subsp. subtilis 168	ycbG	BSU02500			bsorf
KO00483	Bacillus subtilis subsp. subtilis 168	yfiO	BSU08340			bsorf
KO00484	Bacillus subtilis subsp. subtilis 168	glvA	BSU08180			bsorf
KO00485	Bacillus subtilis subsp. subtilis 168	yyaA	BSU40990			bsorf
KO00486	Bacillus subtilis subsp. subtilis 168	yxjJ	BSU38930			bsorf
KO00487	Bacillus subtilis subsp. subtilis 168	ycbH	BSU02510			bsorf
KO00488	Bacillus subtilis subsp. subtilis 168	pubA	BSU00750			bsorf
KO00489	Bacillus subtilis subsp. subtilis 168	bofA	BSU00230			bsorf
KO00490	Bacillus subtilis subsp. subtilis 168	dnaA,dnaN,yaaA,recF,yaaB,gyrB	BSU00010,BSU00020,BSU00030,BSU00040,BSU00050,BSU00060			bsorf
KO00491	Bacillus subtilis subsp. subtilis 168	yyaB	BSU40980			bsorf
KO00492	Bacillus subtilis subsp. subtilis 168	yfhQ,yfhR,sspE	BSU08660,BSU08650,BSU08630			bsorf
