# koid	org	name	op	pmid	definition	source
KO05518	Escherichia coli K-12 MG1655	TU-3853	b2694,b2695	19881496		
KO05519	Escherichia coli K-12 MG1655	TU-3854	b2696	19881496		
KO05520	Escherichia coli K-12 MG1655	TU-3857	b2697	19881496		
KO05521	Escherichia coli K-12 MG1655	TU-3860	b2698	19881496		
KO05522	Escherichia coli K-12 MG1655	TU-3861	b2699	19881496		
KO05523	Escherichia coli K-12 MG1655	TU-3865	b2700	19881496		
KO05524	Escherichia coli K-12 MG1655	TU-3866	b2701	19881496		
KO05525	Escherichia coli K-12 MG1655	TU-3867	b2709	19881496		
KO05526	Escherichia coli K-12 MG1655	TU-3868	b2712	19881496		
KO05527	Escherichia coli K-12 MG1655	TU-3869	b2713	19881496		
KO05528	Escherichia coli K-12 MG1655	TU-3870	b2714	19881496		
KO05529	Escherichia coli K-12 MG1655	TU-3871	b2717	19881496		
KO05530	Escherichia coli K-12 MG1655	TU-3872	b2717,b2718,b2719,b2720,b2721,b2722,b2723,b2724,b2725	19881496		
KO05531	Escherichia coli K-12 MG1655	TU-3873	b2732	19881496		
KO05532	Escherichia coli K-12 MG1655	TU-3874	b2735	19881496		
KO05533	Escherichia coli K-12 MG1655	TU-3875	b2741	19881496		
KO05534	Escherichia coli K-12 MG1655	TU-3876	b2741,b2742	19881496		
KO05535	Escherichia coli K-12 MG1655	TU-3877	b2743,b2744	19881496		
KO05536	Escherichia coli K-12 MG1655	TU-3879	b2745,b2746,b2747,b2748	19881496		
KO05537	Escherichia coli K-12 MG1655	TU-3880	b2749	19881496		
KO05538	Escherichia coli K-12 MG1655	TU-3881	b2750,b2751,b2752	19881496		
KO05539	Escherichia coli K-12 MG1655	TU-3883	b2754	19881496		
KO05540	Escherichia coli K-12 MG1655	TU-3884	b2754,b2755,b2756	19881496		
KO05541	Escherichia coli K-12 MG1655	TU-3886	b2754,b2755,b2756,b2757	19881496		
KO05542	Escherichia coli K-12 MG1655	TU-3887	b2754,b2755,b2756,b2757,b2758,b2759,b2760	19881496		
KO05543	Escherichia coli K-12 MG1655	TU-3889	b2761	19881496		
KO05544	Escherichia coli K-12 MG1655	TU-3890	b2762,b2763,b2764	19881496		
KO05545	Escherichia coli K-12 MG1655	TU-3893	b2769,b2770,b2771,b4463,b2774	19881496		
KO05546	Escherichia coli K-12 MG1655	TU-3895	b2777	19881496		
KO05547	Escherichia coli K-12 MG1655	TU-3903	b2781,b2782,b2783	19881496		
KO05548	Escherichia coli K-12 MG1655	TU-3905	b2784	19881496		
KO05549	Escherichia coli K-12 MG1655	TU-3907	b2785	19881496		
KO05550	Escherichia coli K-12 MG1655	TU-3908	b2787,b2788,b2789	19881496		
KO05551	Escherichia coli K-12 MG1655	TU-3909	b2790,b2791,b2792	19881496		
KO05552	Escherichia coli K-12 MG1655	TU-3910	b4408	19881496		
KO05553	Escherichia coli K-12 MG1655	TU-3912	b2793	19881496		
KO05554	Escherichia coli K-12 MG1655	TU-3913	b2799,b2800	19881496		
KO05555	Escherichia coli K-12 MG1655	TU-3914	b2806,b2807	19881496		
KO05556	Escherichia coli K-12 MG1655	TU-3916	b2808	19881496		
KO05557	Escherichia coli K-12 MG1655	TU-3917	b2809	19881496		
KO05558	Escherichia coli K-12 MG1655	TU-3919	b2812	19881496		
KO05559	Escherichia coli K-12 MG1655	TU-3923	b2813	19881496		
KO05560	Escherichia coli K-12 MG1655	TU-3924	b2817	19881496		
KO05561	Escherichia coli K-12 MG1655	TU-3925	b2819,b2820	19881496		
KO05562	Escherichia coli K-12 MG1655	TU-3927	b2821	19881496		
KO05563	Escherichia coli K-12 MG1655	TU-3928	b2822	19881496		
KO05564	Escherichia coli K-12 MG1655	TU-3929	b2823,b2824,b2825,b2826	19881496		
KO05565	Escherichia coli K-12 MG1655	TU-3930	b2827,b2828	19881496		
KO05566	Escherichia coli K-12 MG1655	TU-3931	b2827,b2828,b2829,b2830	19881496		
KO05568	Escherichia coli K-12 MG1655	TU-3933	b2835	19881496		
KO05569	Escherichia coli K-12 MG1655	TU-3935	b2836	19881496		
KO05570	Escherichia coli K-12 MG1655	TU-3936	b4444	19881496		
KO05571	Escherichia coli K-12 MG1655	TU-3937	b4445	19881496		
KO05572	Escherichia coli K-12 MG1655	TU-3938	b2838	19881496		
KO05573	Escherichia coli K-12 MG1655	TU-3939	b2840,b2841	19881496		
KO05574	Escherichia coli K-12 MG1655	TU-3940	b2842,b2843	19881496		
KO05575	Escherichia coli K-12 MG1655	TU-3941	b2844	19881496		
KO05576	Escherichia coli K-12 MG1655	TU-3942	b2849	19881496		
KO05577	Escherichia coli K-12 MG1655	TU-3943	b2856	19881496		
KO05578	Escherichia coli K-12 MG1655	TU-3944	b2858,b2859	19881496		
KO05579	Escherichia coli K-12 MG1655	TU-3946	b2863	19881496		
KO05580	Escherichia coli K-12 MG1655	TU-3947	b2864	19881496		
KO05581	Escherichia coli K-12 MG1655	TU-3948	b2865	19881496		
KO05582	Escherichia coli K-12 MG1655	TU-3949	b2869	19881496		
KO05583	Escherichia coli K-12 MG1655	TU-3950	b2875,b2876	19881496		
KO05584	Escherichia coli K-12 MG1655	TU-3954	b2886,b2887	19881496		
KO05585	Escherichia coli K-12 MG1655	TU-3955	b2890,b2891	19881496		
KO05586	Escherichia coli K-12 MG1655	TU-3958	b2892,b2893,b2894	19881496		
KO05587	Escherichia coli K-12 MG1655	TU-3960	b2896,b2897	19881496		
KO05588	Escherichia coli K-12 MG1655	TU-3961	b2899	19881496		
KO05589	Escherichia coli K-12 MG1655	TU-3962	b2900	19881496		
KO05590	Escherichia coli K-12 MG1655	TU-3963	b2902	19881496		
KO05591	Escherichia coli K-12 MG1655	TU-3964	b2903	19881496		
KO05592	Escherichia coli K-12 MG1655	TU-3965	b2903,b2904,b2905	19881496		
KO05593	Escherichia coli K-12 MG1655	TU-3967	b2906,b2907,b2908,b2909	19881496		
KO05594	Escherichia coli K-12 MG1655	TU-3968	b2913	19881496		
KO05595	Escherichia coli K-12 MG1655	TU-3970	b2915	19881496		
KO05596	Escherichia coli K-12 MG1655	TU-3971	b2921	19881496		
KO05597	Escherichia coli K-12 MG1655	TU-3972	b2922	19881496		
KO05598	Escherichia coli K-12 MG1655	TU-3974	b2923	19881496		
KO05599	Escherichia coli K-12 MG1655	TU-3975	b2924	19881496		
KO05600	Escherichia coli K-12 MG1655	TU-3978	b2925	19881496		
KO05601	Escherichia coli K-12 MG1655	TU-3980	b2926	19881496		
KO05602	Escherichia coli K-12 MG1655	TU-3983	b2926,b2927	19881496		
KO05603	Escherichia coli K-12 MG1655	TU-3984	b2928,b2929	19881496		
KO05604	Escherichia coli K-12 MG1655	TU-3985	b2930,b4465,b2933,b2934	19881496		
KO05605	Escherichia coli K-12 MG1655	TU-3992	b2938	19881496		
KO05606	Escherichia coli K-12 MG1655	TU-3994	b2939	19881496		
KO05608	Escherichia coli K-12 MG1655	TU-3996	b2950	19881496		
KO05609	Escherichia coli K-12 MG1655	TU-3997	b2956	19881496		
KO05610	Escherichia coli K-12 MG1655	TU-3998	b2957	19881496		
KO05611	Escherichia coli K-12 MG1655	TU-3999	b2958	19881496		
KO05612	Escherichia coli K-12 MG1655	TU-4000	b2959	19881496		
KO05613	Escherichia coli K-12 MG1655	TU-4005	b2959,b2960	19881496		
KO05614	Escherichia coli K-12 MG1655	TU-4006	b2965	19881496		
KO05615	Escherichia coli K-12 MG1655	TU-4008	b2968,b2969,b2970	19881496		
KO05616	Escherichia coli K-12 MG1655	TU-4009	b2971	19881496		
KO05617	Escherichia coli K-12 MG1655	TU-4012	b2972	19881496		
KO05618	Escherichia coli K-12 MG1655	TU-4013	b4466	19881496		
KO05619	Escherichia coli K-12 MG1655	TU-4015	b2975	19881496		
KO05620	Escherichia coli K-12 MG1655	TU-4016	b2975,b2976,b2977	19881496		
KO05621	Escherichia coli K-12 MG1655	TU-4018	b2975,b2976,b2977,b4467,b4468,b2979	19881496		
KO05622	Escherichia coli K-12 MG1655	TU-4020	b2981	19881496		
KO05623	Escherichia coli K-12 MG1655	TU-4021	b2983,b2984,b2985	19881496		
KO05624	Escherichia coli K-12 MG1655	TU-4022	b2987	19881496		
KO05625	Escherichia coli K-12 MG1655	TU-4023	b2988	19881496		
KO05626	Escherichia coli K-12 MG1655	TU-4024	b2990,b2991,b2992,b2993,b2994	19881496		
KO05627	Escherichia coli K-12 MG1655	TU-4026	b2990,b2991,b2992,b2993,b2994,b2995,b2996,b2997	19881496		
KO05628	Escherichia coli K-12 MG1655	TU-4028	b2998	19881496		
KO05629	Escherichia coli K-12 MG1655	TU-4029	b4658	19881496		
KO05630	Escherichia coli K-12 MG1655	TU-4030	b3002	19881496		
KO05631	Escherichia coli K-12 MG1655	TU-4031	b3005,b3006	19881496		
KO05632	Escherichia coli K-12 MG1655	TU-4032	b3010	19881496		
KO05633	Escherichia coli K-12 MG1655	TU-4034	b4469	19881496		
KO05634	Escherichia coli K-12 MG1655	TU-4035	b3017	19881496		
KO05635	Escherichia coli K-12 MG1655	TU-4037	b3018	19881496		
KO05636	Escherichia coli K-12 MG1655	TU-4038	b3019	19881496		
KO05637	Escherichia coli K-12 MG1655	TU-4039	b3020,b3021,b3022	19881496		
KO05638	Escherichia coli K-12 MG1655	TU-4040	b3023,b3024	19881496		
KO05639	Escherichia coli K-12 MG1655	TU-4041	b3027	19881496		
KO05640	Escherichia coli K-12 MG1655	TU-4042	b3030	19881496		
KO05641	Escherichia coli K-12 MG1655	TU-4043	b3031,b3032	19881496		
KO05642	Escherichia coli K-12 MG1655	TU-4044	b3033,b3034	19881496		
KO05643	Escherichia coli K-12 MG1655	TU-4045	b3039	19881496		
KO05644	Escherichia coli K-12 MG1655	TU-4049	b3041	19881496		
KO05645	Escherichia coli K-12 MG1655	TU-4051	b3049	19881496		
KO05646	Escherichia coli K-12 MG1655	TU-4058	b4447	19881496		
KO05647	Escherichia coli K-12 MG1655	TU-4059	b4611	19881496		
KO05648	Escherichia coli K-12 MG1655	TU-4060	b3052	19881496		
KO05649	Escherichia coli K-12 MG1655	TU-4061	b3053,b3054	19881496		
KO05650	Escherichia coli K-12 MG1655	TU-4062	b3057	19881496		
KO05651	Escherichia coli K-12 MG1655	TU-4064	b3058	19881496		
KO05652	Escherichia coli K-12 MG1655	TU-4065	b3060	19881496		
KO05653	Escherichia coli K-12 MG1655	TU-4066	b3064	19881496		
KO05654	Escherichia coli K-12 MG1655	TU-4067	b3068	19881496		
KO05655	Escherichia coli K-12 MG1655	TU-4069	b3070	19881496		
KO05656	Escherichia coli K-12 MG1655	TU-4070	b3072	19881496		
KO05657	Escherichia coli K-12 MG1655	TU-4071	b3074	19881496		
KO05658	Escherichia coli K-12 MG1655	TU-4072	b3082,b3083	19881496		
KO05659	Escherichia coli K-12 MG1655	TU-4073	b3084	19881496		
KO05660	Escherichia coli K-12 MG1655	TU-4074	b3090,b3091,b3092	19881496		
KO05661	Escherichia coli K-12 MG1655	TU-4075	b3105	19881496		
KO05662	Escherichia coli K-12 MG1655	TU-4076	b4470,b3110	19881496		
KO05663	Escherichia coli K-12 MG1655	TU-4077	b4471,b3113,b3114,b3115,b3116,b3117,b3118	19881496		
KO05664	Escherichia coli K-12 MG1655	TU-4078	b3123	19881496		
KO05665	Escherichia coli K-12 MG1655	TU-4080	b3131	19881496		
KO05666	Escherichia coli K-12 MG1655	TU-4082	b3146	19881496		
KO05667	Escherichia coli K-12 MG1655	TU-4084	b3151,b3152	19881496		
KO05668	Escherichia coli K-12 MG1655	TU-4085	b3154	19881496		
KO05669	Escherichia coli K-12 MG1655	TU-4086	b3156,b3157	19881496		
KO05670	Escherichia coli K-12 MG1655	TU-4088	b3161	19881496		
KO05671	Escherichia coli K-12 MG1655	TU-4089	b3162	19881496		
KO05672	Escherichia coli K-12 MG1655	TU-4090	b3163	19881496		
KO05673	Escherichia coli K-12 MG1655	TU-4091	b3164	19881496		
KO05674	Escherichia coli K-12 MG1655	TU-4093	b3165	19881496		
KO05675	Escherichia coli K-12 MG1655	TU-4095	b3165,b3166,b3167	19881496		
KO05676	Escherichia coli K-12 MG1655	TU-4096	b3165,b3166,b3167,b3168,b3169,b3170	19881496		
KO05677	Escherichia coli K-12 MG1655	TU-4099	b3171	19881496		
KO05678	Escherichia coli K-12 MG1655	TU-4101	b3173	19881496		
KO05679	Escherichia coli K-12 MG1655	TU-4102	b3174,b3175	19881496		
KO05680	Escherichia coli K-12 MG1655	TU-4103	b3176	19881496		
KO05681	Escherichia coli K-12 MG1655	TU-4105	b3177	19881496		
KO05682	Escherichia coli K-12 MG1655	TU-4107	b3178	19881496		
KO05683	Escherichia coli K-12 MG1655	TU-4108	b3178,b3179	19881496		
KO05684	Escherichia coli K-12 MG1655	TU-4109	b3181	19881496		
KO05685	Escherichia coli K-12 MG1655	TU-4111	b3183	19881496		
KO05686	Escherichia coli K-12 MG1655	TU-4112	b3183,b3184	19881496		
KO05687	Escherichia coli K-12 MG1655	TU-4113	b3185,b3186	19881496		
KO05688	Escherichia coli K-12 MG1655	TU-4116	b3189	19881496		
KO05689	Escherichia coli K-12 MG1655	TU-4118	b3190	19881496		
KO05690	Escherichia coli K-12 MG1655	TU-4119	b3191,b3192	19881496		
KO05691	Escherichia coli K-12 MG1655	TU-4121	b3191,b3192,b3193,b3194,b3195	19881496		
KO05692	Escherichia coli K-12 MG1655	TU-4123	b3208,b3209	19881496		
KO05693	Escherichia coli K-12 MG1655	TU-4126	b3210	19881496		
KO05694	Escherichia coli K-12 MG1655	TU-4127	b3211	19881496		
KO05695	Escherichia coli K-12 MG1655	TU-4131	b3221,b3222,b3223,b3224,b3225	19881496		
KO05696	Escherichia coli K-12 MG1655	TU-4132	b3226	19881496		
KO05697	Escherichia coli K-12 MG1655	TU-4133	b3228,b3229	19881496		
KO05698	Escherichia coli K-12 MG1655	TU-4136	b3230,b3231	19881496		
KO05699	Escherichia coli K-12 MG1655	TU-4140	b3232	19881496		
KO05700	Escherichia coli K-12 MG1655	TU-4142	b3236	19881496		
KO05701	Escherichia coli K-12 MG1655	TU-4145	b3239	19881496		
KO05702	Escherichia coli K-12 MG1655	TU-4146	b3240,b3241,b3242	19881496		
KO05703	Escherichia coli K-12 MG1655	TU-4147	b3244	19881496		
KO05704	Escherichia coli K-12 MG1655	TU-4151	b4472,b3247	19881496		
KO05705	Escherichia coli K-12 MG1655	TU-4153	b3248	19881496		
KO05706	Escherichia coli K-12 MG1655	TU-4155	b3249,b3250,b3251	19881496		
KO05707	Escherichia coli K-12 MG1655	TU-4157	b3252	19881496		
KO05708	Escherichia coli K-12 MG1655	TU-4159	b3264	19881496		
KO05709	Escherichia coli K-12 MG1655	TU-4160	b3272,b3273,b3274,b3275,b3276,b3277,b3278	19881496		
KO05710	Escherichia coli K-12 MG1655	TU-4162	b3280,b3281	19881496		
KO05711	Escherichia coli K-12 MG1655	TU-4163	b3280,b3281,b3282,b3283	19881496		
KO05712	Escherichia coli K-12 MG1655	TU-4164	b3284	19881496		
KO05713	Escherichia coli K-12 MG1655	TU-4165	b4473	19881496		
KO05714	Escherichia coli K-12 MG1655	TU-4166	b4550,b3292,b3293	19881496		
KO05715	Escherichia coli K-12 MG1655	TU-4167	b3294,b3295,b3296,b3297,b3298	19881496		
KO05716	Escherichia coli K-12 MG1655	TU-4173	b3299,b3300,b3301,b3302,b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310	19881496		
KO05717	Escherichia coli K-12 MG1655	TU-4176	b3311,b3312,b3313,b3314,b3315,b3316,b3317,b3318,b3319,b3320,b3321	19881496		
KO05718	Escherichia coli K-12 MG1655	TU-4177	b3322	19881496		
KO05719	Escherichia coli K-12 MG1655	TU-4178	b3322,b3323	19881496		
KO05720	Escherichia coli K-12 MG1655	TU-4179	b3336	19881496		
KO05721	Escherichia coli K-12 MG1655	TU-4180	b3337	19881496		
KO05722	Escherichia coli K-12 MG1655	TU-4181	b3338	19881496		
KO05723	Escherichia coli K-12 MG1655	TU-4182	b3339	19881496		
KO05724	Escherichia coli K-12 MG1655	TU-4187	b3340,b3341,b3342	19881496		
KO05725	Escherichia coli K-12 MG1655	TU-4189	b3343,b3344,b3345,b3346	19881496		
KO05726	Escherichia coli K-12 MG1655	TU-4192	b3347	19881496		
KO05727	Escherichia coli K-12 MG1655	TU-4194	b3349	19881496		
KO05728	Escherichia coli K-12 MG1655	TU-4196	b4551,b3350,b3351	19881496		
KO05729	Escherichia coli K-12 MG1655	TU-4197	b3356	19881496		
KO05730	Escherichia coli K-12 MG1655	TU-4202	b3363	19881496		
KO05731	Escherichia coli K-12 MG1655	TU-4205	b3376,b3377,b3378,b3379,b3380,b3381,b3382,b3383	19881496		
KO05732	Escherichia coli K-12 MG1655	TU-4207	b3384	19881496		
KO05733	Escherichia coli K-12 MG1655	TU-4209	b3384,b3385,b3386	19881496		
KO05734	Escherichia coli K-12 MG1655	TU-4210	b3384,b3385,b3386,b3387	19881496		
KO05735	Escherichia coli K-12 MG1655	TU-4211	b3384,b3385,b3386,b3387,b3388	19881496		
KO05736	Escherichia coli K-12 MG1655	TU-4212	b3384,b3385,b3386,b3387,b3388,b3389,b3390	19881496		
KO05737	Escherichia coli K-12 MG1655	TU-4214	b3391,b3392,b3393,b3394,b3395	19881496		
KO05738	Escherichia coli K-12 MG1655	TU-4215	b3397	19881496		
KO05739	Escherichia coli K-12 MG1655	TU-4218	b3402	19881496		
KO05740	Escherichia coli K-12 MG1655	TU-4220	b3404,b3405	19881496		
KO05741	Escherichia coli K-12 MG1655	TU-4225	b3412	19881496		
KO05742	Escherichia coli K-12 MG1655	TU-4226	b3416,b3417	19881496		
KO05743	Escherichia coli K-12 MG1655	TU-4227	b4475,b3421	19881496		
KO05744	Escherichia coli K-12 MG1655	TU-4231	b3423	19881496		
KO05745	Escherichia coli K-12 MG1655	TU-4233	b3423,b3424,b3425	19881496		
KO05746	Escherichia coli K-12 MG1655	TU-4234	b3427	19881496		
KO05747	Escherichia coli K-12 MG1655	TU-4235	b3428,b3429	19881496		
KO05748	Escherichia coli K-12 MG1655	TU-4236	b3428,b3429,b3430	19881496		
KO05749	Escherichia coli K-12 MG1655	TU-4239	b3428,b3429,b3430,b3431,b3432	19881496		
KO05750	Escherichia coli K-12 MG1655	TU-4242	b3433	19881496		
KO05751	Escherichia coli K-12 MG1655	TU-4243	b4476,b3437	19881496		
KO05752	Escherichia coli K-12 MG1655	TU-4244	b3438	19881496		
KO05753	Escherichia coli K-12 MG1655	TU-4245	b3439,b3440	19881496		
KO05754	Escherichia coli K-12 MG1655	TU-4247	b4451	19881496		
KO05755	Escherichia coli K-12 MG1655	TU-4249	b3447	19881496		
KO05756	Escherichia coli K-12 MG1655	TU-4251	b3449,b3450,b3451,b3452,b3453	19881496		
KO05757	Escherichia coli K-12 MG1655	TU-4253	b3454,b3455,b3456,b3457,b3458	19881496		
KO05758	Escherichia coli K-12 MG1655	TU-4257	b3460	19881496		
KO05759	Escherichia coli K-12 MG1655	TU-4259	b3461	19881496		
KO05760	Escherichia coli K-12 MG1655	TU-4265	b3462,b3463,b3464	19881496		
KO05761	Escherichia coli K-12 MG1655	TU-4267	b3467	19881496		
KO05762	Escherichia coli K-12 MG1655	TU-4268	b3470	19881496		
KO05763	Escherichia coli K-12 MG1655	TU-4269	b3473	19881496		
KO05764	Escherichia coli K-12 MG1655	TU-4272	b3485,b3486,b3487	19881496		
KO05765	Escherichia coli K-12 MG1655	TU-4274	b3488	19881496		
KO05766	Escherichia coli K-12 MG1655	TU-4275	b4660	19881496		
KO05767	Escherichia coli K-12 MG1655	TU-4276	b3492	19881496		
KO05768	Escherichia coli K-12 MG1655	TU-4277	b3494	19881496		
KO05769	Escherichia coli K-12 MG1655	TU-4279	b3497,b3498	19881496		
KO05770	Escherichia coli K-12 MG1655	TU-4282	b4613	19881496		
KO05771	Escherichia coli K-12 MG1655	TU-4286	b3508,b3509,b3510	19881496		
KO05772	Escherichia coli K-12 MG1655	TU-4293	b3515	19881496		
KO05773	Escherichia coli K-12 MG1655	TU-4294	b3516	19881496		
KO05774	Escherichia coli K-12 MG1655	TU-4297	b3518	19881496		
KO05775	Escherichia coli K-12 MG1655	TU-4298	b3520	19881496		
KO05776	Escherichia coli K-12 MG1655	TU-4299	b3524	19881496		
KO05777	Escherichia coli K-12 MG1655	TU-4300	b3525	19881496		
KO05778	Escherichia coli K-12 MG1655	TU-4302	b3527	19881496		
KO05779	Escherichia coli K-12 MG1655	TU-4303	b3528	19881496		
KO05780	Escherichia coli K-12 MG1655	TU-4305	b3529	19881496		
KO05781	Escherichia coli K-12 MG1655	TU-4307	b3531,b3531,b3532,b3533,b3534,b3535	19881496		
KO05782	Escherichia coli K-12 MG1655	TU-4312	b4453	19881496		
KO05783	Escherichia coli K-12 MG1655	TU-4314	b3540,b3541,b3542,b3543,b3544	19881496		
KO05784	Escherichia coli K-12 MG1655	TU-4318	b3545	19881496		
KO05785	Escherichia coli K-12 MG1655	TU-4319	b3546	19881496		
KO05786	Escherichia coli K-12 MG1655	TU-4320	b3547	19881496		
KO05787	Escherichia coli K-12 MG1655	TU-4321	b3548	19881496		
KO05788	Escherichia coli K-12 MG1655	TU-4322	b3551	19881496		
KO05789	Escherichia coli K-12 MG1655	TU-4324	b3554	19881496		
KO05790	Escherichia coli K-12 MG1655	TU-4325	b4455,b4647	19881496		
KO05791	Escherichia coli K-12 MG1655	TU-4326	b3560,b3560	19881496		
KO05792	Escherichia coli K-12 MG1655	TU-4327	b4553	19881496		
KO05793	Escherichia coli K-12 MG1655	TU-4328	b3562,b3563	19881496		
KO05794	Escherichia coli K-12 MG1655	TU-4329	b3564,b3565	19881496		
KO05795	Escherichia coli K-12 MG1655	TU-4331	b3570	19881496		
KO05796	Escherichia coli K-12 MG1655	TU-4332	b3573,b3574	19881496		
KO05797	Escherichia coli K-12 MG1655	TU-4333	b4648	19881496		
KO05798	Escherichia coli K-12 MG1655	TU-4334	b3584	19881496		
KO05799	Escherichia coli K-12 MG1655	TU-4335	b3586,b3587	19881496		
KO05800	Escherichia coli K-12 MG1655	TU-4336	b3588	19881496		
KO05801	Escherichia coli K-12 MG1655	TU-4338	b3589	19881496		
KO05802	Escherichia coli K-12 MG1655	TU-4339	b3590,b3591	19881496		
KO05803	Escherichia coli K-12 MG1655	TU-4340	b3592	19881496		
KO05804	Escherichia coli K-12 MG1655	TU-4343	b3597,b3598	19881496		
KO05805	Escherichia coli K-12 MG1655	TU-4344	b4554	19881496		
KO05806	Escherichia coli K-12 MG1655	TU-4345	b3607	19881496		
KO05807	Escherichia coli K-12 MG1655	TU-4346	b3608,b3609	19881496		
KO05808	Escherichia coli K-12 MG1655	TU-4347	b3608,b3609,b3610	19881496		
KO05809	Escherichia coli K-12 MG1655	TU-4348	b3611	19881496		
KO05810	Escherichia coli K-12 MG1655	TU-4349	b3615	19881496		
KO05811	Escherichia coli K-12 MG1655	TU-4350	b3616,b3617	19881496		
KO05812	Escherichia coli K-12 MG1655	TU-4351	b3618	19881496		
KO05813	Escherichia coli K-12 MG1655	TU-4352	b3623	19881496		
KO05814	Escherichia coli K-12 MG1655	TU-4353	b3623,b3624,b3625	19881496		
KO05815	Escherichia coli K-12 MG1655	TU-4356	b3623,b3624,b3625,b3626	19881496		
KO05816	Escherichia coli K-12 MG1655	TU-4358	b3623,b3624,b3625,b3626,b3627,b3628	19881496		
KO05817	Escherichia coli K-12 MG1655	TU-4359	b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630	19881496		
KO05818	Escherichia coli K-12 MG1655	TU-4360	b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630,b3631	19881496		
KO05819	Escherichia coli K-12 MG1655	TU-4361	b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630,b3631,b3632	19881496		
KO05820	Escherichia coli K-12 MG1655	TU-4362	b3635	19881496		
KO05821	Escherichia coli K-12 MG1655	TU-4363	b3636,b3637	19881496		
KO05822	Escherichia coli K-12 MG1655	TU-4365	b3638	19881496		
KO05823	Escherichia coli K-12 MG1655	TU-4366	b3642,b3643	19881496		
